"metric","n","tau","net","model","bparam","varyv","varys"
"largesd",3,-0.130557692307692,"erdosrenyi","genereg","D","TRUE","TRUE"
"d",4,-0.604307692307692,"erdosrenyi","genereg","D","TRUE","TRUE"
"largesd",4,-0.162096153846154,"erdosrenyi","genereg","D","TRUE","TRUE"
"d",5,-0.542134615384615,"erdosrenyi","genereg","D","TRUE","TRUE"
"largesd",5,-0.164288461538462,"erdosrenyi","genereg","D","TRUE","TRUE"
"d",6,-0.442480769230769,"erdosrenyi","genereg","D","TRUE","TRUE"
"largesd",6,-0.442480769230769,"erdosrenyi","genereg","D","TRUE","TRUE"
"d",1,-0.320059970014992,"erdosrenyi","genereg","u","FALSE","FALSE"
"largesd",1,-0.402380809595202,"erdosrenyi","genereg","u","FALSE","FALSE"
"d",2,-0.388977511244378,"erdosrenyi","genereg","u","FALSE","FALSE"
"largesd",2,-0.479250374812594,"erdosrenyi","genereg","u","FALSE","FALSE"
"d",3,-0.407688155922039,"erdosrenyi","genereg","u","FALSE","FALSE"
"largesd",3,-0.517733133433283,"erdosrenyi","genereg","u","FALSE","FALSE"
"d",4,-0.462752623688156,"erdosrenyi","genereg","u","FALSE","FALSE"
"largesd",4,-0.540455772113943,"erdosrenyi","genereg","u","FALSE","FALSE"
"d",5,-0.468281859070465,"erdosrenyi","genereg","u","FALSE","FALSE"
"largesd",5,-0.552569715142429,"erdosrenyi","genereg","u","FALSE","FALSE"
"d",6,-0.569811094452774,"erdosrenyi","genereg","u","FALSE","FALSE"
"largesd",6,-0.569811094452774,"erdosrenyi","genereg","u","FALSE","FALSE"
"d",1,-0.213903771824603,"erdosrenyi","genereg","u","TRUE","FALSE"
"largesd",1,-0.348100759696122,"erdosrenyi","genereg","u","TRUE","FALSE"
"d",2,-0.296468079434893,"erdosrenyi","genereg","u","TRUE","FALSE"
"largesd",2,-0.426783953085432,"erdosrenyi","genereg","u","TRUE","FALSE"
"d",3,-0.365837664934026,"erdosrenyi","genereg","u","TRUE","FALSE"
"largesd",3,-0.469700119952019,"erdosrenyi","genereg","u","TRUE","FALSE"
"d",4,-0.374991336798614,"erdosrenyi","genereg","u","TRUE","FALSE"
"largesd",4,-0.496937225109956,"erdosrenyi","genereg","u","TRUE","FALSE"
"d",5,-0.393320005331201,"erdosrenyi","genereg","u","TRUE","FALSE"
"largesd",5,-0.517494335599094,"erdosrenyi","genereg","u","TRUE","FALSE"
"d",6,-0.560714380914301,"erdosrenyi","genereg","u","TRUE","FALSE"
"largesd",6,-0.560714380914301,"erdosrenyi","genereg","u","TRUE","FALSE"
"d",1,-0.774564840730374,"erdosrenyi","genereg","u","TRUE","TRUE"
"largesd",1,-0.201130214580834,"erdosrenyi","genereg","u","TRUE","TRUE"
"d",2,-0.814202319072371,"erdosrenyi","genereg","u","TRUE","TRUE"
"largesd",2,-0.197936825269892,"erdosrenyi","genereg","u","TRUE","TRUE"
"d",3,-0.793831800613088,"erdosrenyi","genereg","u","TRUE","TRUE"
"largesd",3,-0.193751832600293,"erdosrenyi","genereg","u","TRUE","TRUE"
"d",4,-0.716246834599493,"erdosrenyi","genereg","u","TRUE","TRUE"
"largesd",4,-0.205832333733173,"erdosrenyi","genereg","u","TRUE","TRUE"
"d",5,-0.684552845528455,"erdosrenyi","genereg","u","TRUE","TRUE"
"largesd",5,-0.214639477542316,"erdosrenyi","genereg","u","TRUE","TRUE"
"d",6,-0.494863387978142,"erdosrenyi","genereg","u","TRUE","TRUE"
"largesd",6,-0.494863387978142,"erdosrenyi","genereg","u","TRUE","TRUE"
"d",1,-0.734710368996083,"erdosrenyi","mutualistic","D","FALSE","FALSE"
"largesd",1,-0.622791177076891,"erdosrenyi","mutualistic","D","FALSE","FALSE"
"d",2,-0.803092145949289,"erdosrenyi","mutualistic","D","FALSE","FALSE"
"largesd",2,-0.71994227994228,"erdosrenyi","mutualistic","D","FALSE","FALSE"
"d",3,-0.839422799422799,"erdosrenyi","mutualistic","D","FALSE","FALSE"
"largesd",3,-0.768361162646877,"erdosrenyi","mutualistic","D","FALSE","FALSE"
"d",4,-0.856054421768707,"erdosrenyi","mutualistic","D","FALSE","FALSE"
"largesd",4,-0.800107194392909,"erdosrenyi","mutualistic","D","FALSE","FALSE"
"d",5,-0.86617192331478,"erdosrenyi","mutualistic","D","FALSE","FALSE"
"largesd",5,-0.822568542568543,"erdosrenyi","mutualistic","D","FALSE","FALSE"
"d",6,-0.954137291280148,"erdosrenyi","mutualistic","D","FALSE","FALSE"
"largesd",6,-0.954137291280148,"erdosrenyi","mutualistic","D","FALSE","FALSE"
"d",1,-0.716825396825397,"erdosrenyi","mutualistic","D","TRUE","FALSE"
"largesd",1,-0.642325293753865,"erdosrenyi","mutualistic","D","TRUE","FALSE"
"d",2,-0.793296227581942,"erdosrenyi","mutualistic","D","TRUE","FALSE"
"largesd",2,-0.729606266749124,"erdosrenyi","mutualistic","D","TRUE","FALSE"
"d",3,-0.831111111111111,"erdosrenyi","mutualistic","D","TRUE","FALSE"
"largesd",3,-0.771181199752628,"erdosrenyi","mutualistic","D","TRUE","FALSE"
"d",4,-0.851453308596166,"erdosrenyi","mutualistic","D","TRUE","FALSE"
"largesd",4,-0.79953823953824,"erdosrenyi","mutualistic","D","TRUE","FALSE"
"d",5,-0.864077509791796,"erdosrenyi","mutualistic","D","TRUE","FALSE"
"largesd",5,-0.820267985982272,"erdosrenyi","mutualistic","D","TRUE","FALSE"
"d",6,-0.954582560296846,"erdosrenyi","mutualistic","D","TRUE","FALSE"
"largesd",6,-0.954582560296846,"erdosrenyi","mutualistic","D","TRUE","FALSE"
"d",1,-0.726110080395795,"erdosrenyi","mutualistic","D","TRUE","TRUE"
"largesd",1,-0.572063492063492,"erdosrenyi","mutualistic","D","TRUE","TRUE"
"d",2,-0.803496186353329,"erdosrenyi","mutualistic","D","TRUE","TRUE"
"largesd",2,-0.688072562358277,"erdosrenyi","mutualistic","D","TRUE","TRUE"
"d",3,-0.833263244691816,"erdosrenyi","mutualistic","D","TRUE","TRUE"
"largesd",3,-0.748150896722325,"erdosrenyi","mutualistic","D","TRUE","TRUE"
"d",4,-0.853745619459905,"erdosrenyi","mutualistic","D","TRUE","TRUE"
"largesd",4,-0.785545248402391,"erdosrenyi","mutualistic","D","TRUE","TRUE"
"d",5,-0.865908060193775,"erdosrenyi","mutualistic","D","TRUE","TRUE"
"largesd",5,-0.810529787672645,"erdosrenyi","mutualistic","D","TRUE","TRUE"
"d",6,-0.937316017316017,"erdosrenyi","mutualistic","D","TRUE","TRUE"
"largesd",6,-0.937316017316017,"erdosrenyi","mutualistic","D","TRUE","TRUE"
"d",1,-0.682449254720407,"erdosrenyi","mutualistic","u","FALSE","FALSE"
"largesd",1,-0.680159852139865,"erdosrenyi","mutualistic","u","FALSE","FALSE"
"d",2,-0.756502028506692,"erdosrenyi","mutualistic","u","FALSE","FALSE"
"largesd",2,-0.759958589711421,"erdosrenyi","mutualistic","u","FALSE","FALSE"
"d",3,-0.781849177027725,"erdosrenyi","mutualistic","u","FALSE","FALSE"
"largesd",3,-0.799383264082131,"erdosrenyi","mutualistic","u","FALSE","FALSE"
"d",4,-0.801001079533391,"erdosrenyi","mutualistic","u","FALSE","FALSE"
"largesd",4,-0.820774917287909,"erdosrenyi","mutualistic","u","FALSE","FALSE"
"d",5,-0.815908859073416,"erdosrenyi","mutualistic","u","FALSE","FALSE"
"largesd",5,-0.836356466096639,"erdosrenyi","mutualistic","u","FALSE","FALSE"
"d",6,-0.912107361658994,"erdosrenyi","mutualistic","u","FALSE","FALSE"
"largesd",6,-0.912107361658994,"erdosrenyi","mutualistic","u","FALSE","FALSE"
"d",1,-0.669100132113057,"erdosrenyi","mutualistic","u","TRUE","FALSE"
"largesd",1,-0.677798850849351,"erdosrenyi","mutualistic","u","TRUE","FALSE"
"d",2,-0.751301040065864,"erdosrenyi","mutualistic","u","TRUE","FALSE"
"largesd",2,-0.761462379326203,"erdosrenyi","mutualistic","u","TRUE","FALSE"
"d",3,-0.774727241046761,"erdosrenyi","mutualistic","u","TRUE","FALSE"
"largesd",3,-0.797443242167559,"erdosrenyi","mutualistic","u","TRUE","FALSE"
"d",4,-0.796426793104741,"erdosrenyi","mutualistic","u","TRUE","FALSE"
"largesd",4,-0.82070054449215,"erdosrenyi","mutualistic","u","TRUE","FALSE"
"d",5,-0.810475477354092,"erdosrenyi","mutualistic","u","TRUE","FALSE"
"largesd",5,-0.833026238429569,"erdosrenyi","mutualistic","u","TRUE","FALSE"
"d",6,-0.911024923555237,"erdosrenyi","mutualistic","u","TRUE","FALSE"
"largesd",6,-0.911024923555237,"erdosrenyi","mutualistic","u","TRUE","FALSE"
"d",1,-0.663134699983201,"erdosrenyi","mutualistic","u","TRUE","TRUE"
"largesd",1,-0.670236978746506,"erdosrenyi","mutualistic","u","TRUE","TRUE"
"d",2,-0.741571080017449,"erdosrenyi","mutualistic","u","TRUE","TRUE"
"largesd",2,-0.742674629519666,"erdosrenyi","mutualistic","u","TRUE","TRUE"
"d",3,-0.762389769317418,"erdosrenyi","mutualistic","u","TRUE","TRUE"
"largesd",3,-0.761902342280224,"erdosrenyi","mutualistic","u","TRUE","TRUE"
"d",4,-0.76565516041119,"erdosrenyi","mutualistic","u","TRUE","TRUE"
"largesd",4,-0.777158791593435,"erdosrenyi","mutualistic","u","TRUE","TRUE"
"d",5,-0.770539580764231,"erdosrenyi","mutualistic","u","TRUE","TRUE"
"largesd",5,-0.787199364926747,"erdosrenyi","mutualistic","u","TRUE","TRUE"
"d",6,-0.87645658702714,"erdosrenyi","mutualistic","u","TRUE","TRUE"
"largesd",6,-0.87645658702714,"erdosrenyi","mutualistic","u","TRUE","TRUE"
"d",1,0.740197869101979,"erdosrenyi","SIS","D","FALSE","FALSE"
"largesd",1,0.750913242009132,"erdosrenyi","SIS","D","FALSE","FALSE"
"d",2,0.796133942161339,"erdosrenyi","SIS","D","FALSE","FALSE"
"largesd",2,0.810213089802131,"erdosrenyi","SIS","D","FALSE","FALSE"
"d",3,0.82144596651446,"erdosrenyi","SIS","D","FALSE","FALSE"
"largesd",3,0.838401826484018,"erdosrenyi","SIS","D","FALSE","FALSE"
"d",4,0.837549467275495,"erdosrenyi","SIS","D","FALSE","FALSE"
"largesd",4,0.854353120243531,"erdosrenyi","SIS","D","FALSE","FALSE"
"d",5,0.846407914764079,"erdosrenyi","SIS","D","FALSE","FALSE"
"largesd",5,0.867305936073059,"erdosrenyi","SIS","D","FALSE","FALSE"
"d",6,0.928919330289193,"erdosrenyi","SIS","D","FALSE","FALSE"
"largesd",6,0.928919330289193,"erdosrenyi","SIS","D","FALSE","FALSE"
"d",1,0.891004566210046,"erdosrenyi","SIS","D","FALSE","TRUE"
"largesd",1,0.664261796042618,"erdosrenyi","SIS","D","FALSE","TRUE"
"d",2,0.876225266362253,"erdosrenyi","SIS","D","FALSE","TRUE"
"largesd",2,0.727534246575342,"erdosrenyi","SIS","D","FALSE","TRUE"
"d",3,0.874170471841705,"erdosrenyi","SIS","D","FALSE","TRUE"
"largesd",3,0.75765601217656,"erdosrenyi","SIS","D","FALSE","TRUE"
"d",4,0.866910197869102,"erdosrenyi","SIS","D","FALSE","TRUE"
"largesd",4,0.781141552511415,"erdosrenyi","SIS","D","FALSE","TRUE"
"d",5,0.864094368340944,"erdosrenyi","SIS","D","FALSE","TRUE"
"largesd",5,0.794292237442922,"erdosrenyi","SIS","D","FALSE","TRUE"
"d",6,0.899878234398782,"erdosrenyi","SIS","D","FALSE","TRUE"
"largesd",6,0.899878234398782,"erdosrenyi","SIS","D","FALSE","TRUE"
"d",1,0.742902757619739,"fitness","doublewell","D","FALSE","FALSE"
"largesd",1,0.751640058055152,"fitness","doublewell","D","FALSE","FALSE"
"d",2,0.776052249637155,"fitness","doublewell","D","FALSE","FALSE"
"largesd",2,0.78911465892598,"fitness","doublewell","D","FALSE","FALSE"
"d",3,0.7766618287373,"fitness","doublewell","D","FALSE","FALSE"
"largesd",3,0.797358490566038,"fitness","doublewell","D","FALSE","FALSE"
"d",4,0.776081277213353,"fitness","doublewell","D","FALSE","FALSE"
"largesd",4,0.7966618287373,"fitness","doublewell","D","FALSE","FALSE"
"d",5,0.76966618287373,"fitness","doublewell","D","FALSE","FALSE"
"largesd",5,0.795210449927431,"fitness","doublewell","D","FALSE","FALSE"
"d",6,0.807518142235123,"fitness","doublewell","D","FALSE","FALSE"
"largesd",6,0.807518142235123,"fitness","doublewell","D","FALSE","FALSE"
"d",1,0.742464646464646,"fitness","doublewell","D","TRUE","FALSE"
"largesd",1,0.74189898989899,"fitness","doublewell","D","TRUE","FALSE"
"d",2,0.775488215488215,"fitness","doublewell","D","TRUE","FALSE"
"largesd",2,0.795555555555556,"fitness","doublewell","D","TRUE","FALSE"
"d",3,0.779070707070707,"fitness","doublewell","D","TRUE","FALSE"
"largesd",3,0.797925925925926,"fitness","doublewell","D","TRUE","FALSE"
"d",4,0.778424242424242,"fitness","doublewell","D","TRUE","FALSE"
"largesd",4,0.803447811447811,"fitness","doublewell","D","TRUE","FALSE"
"d",5,0.786774410774411,"fitness","doublewell","D","TRUE","FALSE"
"largesd",5,0.80210101010101,"fitness","doublewell","D","TRUE","FALSE"
"d",6,0.819070707070707,"fitness","doublewell","D","TRUE","FALSE"
"largesd",6,0.819070707070707,"fitness","doublewell","D","TRUE","FALSE"
"d",1,0.750599326599327,"fitness","doublewell","D","TRUE","TRUE"
"largesd",1,0.400215488215488,"fitness","doublewell","D","TRUE","TRUE"
"d",2,0.727461279461279,"fitness","doublewell","D","TRUE","TRUE"
"largesd",2,0.519164983164983,"fitness","doublewell","D","TRUE","TRUE"
"d",3,0.721077441077441,"fitness","doublewell","D","TRUE","TRUE"
"largesd",3,0.590195286195286,"fitness","doublewell","D","TRUE","TRUE"
"d",4,0.731178451178451,"fitness","doublewell","D","TRUE","TRUE"
"largesd",4,0.628417508417508,"fitness","doublewell","D","TRUE","TRUE"
"d",5,0.729158249158249,"fitness","doublewell","D","TRUE","TRUE"
"largesd",5,0.655111111111111,"fitness","doublewell","D","TRUE","TRUE"
"d",6,0.776808080808081,"fitness","doublewell","D","TRUE","TRUE"
"largesd",6,0.776808080808081,"fitness","doublewell","D","TRUE","TRUE"
"d",1,0.726252161651635,"fitness","doublewell","u","FALSE","FALSE"
"largesd",1,0.752941176470588,"fitness","doublewell","u","FALSE","FALSE"
"d",2,0.768199643493761,"fitness","doublewell","u","FALSE","FALSE"
"largesd",2,0.802535983185676,"fitness","doublewell","u","FALSE","FALSE"
"d",3,0.795907627637215,"fitness","doublewell","u","FALSE","FALSE"
"largesd",3,0.818411684891053,"fitness","doublewell","u","FALSE","FALSE"
"d",4,0.812410141804347,"fitness","doublewell","u","FALSE","FALSE"
"largesd",4,0.832702264080666,"fitness","doublewell","u","FALSE","FALSE"
"d",5,0.817949290978264,"fitness","doublewell","u","FALSE","FALSE"
"largesd",5,0.840089392609147,"fitness","doublewell","u","FALSE","FALSE"
"d",6,0.930038577167638,"fitness","doublewell","u","FALSE","FALSE"
"largesd",6,0.930038577167638,"fitness","doublewell","u","FALSE","FALSE"
"d",1,0.726456704420899,"fitness","doublewell","u","TRUE","FALSE"
"largesd",1,0.752617220801364,"fitness","doublewell","u","TRUE","FALSE"
"d",2,0.793169163317501,"fitness","doublewell","u","TRUE","FALSE"
"largesd",2,0.807974668128121,"fitness","doublewell","u","TRUE","FALSE"
"d",3,0.815554256485203,"fitness","doublewell","u","TRUE","FALSE"
"largesd",3,0.828237729874559,"fitness","doublewell","u","TRUE","FALSE"
"d",4,0.823067592254293,"fitness","doublewell","u","TRUE","FALSE"
"largesd",4,0.837593472171477,"fitness","doublewell","u","TRUE","FALSE"
"d",5,0.836464742418707,"fitness","doublewell","u","TRUE","FALSE"
"largesd",5,0.852056022408964,"fitness","doublewell","u","TRUE","FALSE"
"d",6,0.933683108025819,"fitness","doublewell","u","TRUE","FALSE"
"largesd",6,0.933683108025819,"fitness","doublewell","u","TRUE","FALSE"
"d",1,0.744546583850932,"fitness","doublewell","u","TRUE","TRUE"
"largesd",1,0.612703933747412,"fitness","doublewell","u","TRUE","TRUE"
"d",2,0.758128364389234,"fitness","doublewell","u","TRUE","TRUE"
"largesd",2,0.70408281573499,"fitness","doublewell","u","TRUE","TRUE"
"d",3,0.781151138716356,"fitness","doublewell","u","TRUE","TRUE"
"largesd",3,0.756256728778468,"fitness","doublewell","u","TRUE","TRUE"
"d",4,0.790525879917184,"fitness","doublewell","u","TRUE","TRUE"
"largesd",4,0.785457556935818,"fitness","doublewell","u","TRUE","TRUE"
"d",5,0.807635610766046,"fitness","doublewell","u","TRUE","TRUE"
"largesd",5,0.804372670807453,"fitness","doublewell","u","TRUE","TRUE"
"d",6,0.914981366459627,"fitness","doublewell","u","TRUE","TRUE"
"largesd",6,0.914981366459627,"fitness","doublewell","u","TRUE","TRUE"
"d",1,-0.0819900497512438,"fitness","genereg","D","FALSE","FALSE"
"largesd",1,-0.120687471732248,"fitness","genereg","D","FALSE","FALSE"
"d",2,-0.0917051108095884,"fitness","genereg","D","FALSE","FALSE"
"largesd",2,-0.12625961103573,"fitness","genereg","D","FALSE","FALSE"
"d",3,-0.116635006784261,"fitness","genereg","D","FALSE","FALSE"
"largesd",3,-0.13745816372682,"fitness","genereg","D","FALSE","FALSE"
"d",4,-0.129678878335595,"fitness","genereg","D","FALSE","FALSE"
"largesd",4,-0.139665309814564,"fitness","genereg","D","FALSE","FALSE"
"d",5,-0.170094979647218,"fitness","genereg","D","FALSE","FALSE"
"largesd",5,-0.14550881953867,"fitness","genereg","D","FALSE","FALSE"
"d",6,-0.308457711442786,"fitness","genereg","D","FALSE","FALSE"
"largesd",6,-0.308457711442786,"fitness","genereg","D","FALSE","FALSE"
"d",1,-0.0699006428988895,"fitness","genereg","D","TRUE","FALSE"
"largesd",1,-0.113664523670368,"fitness","genereg","D","TRUE","FALSE"
"d",2,-0.0697136177673875,"fitness","genereg","D","TRUE","FALSE"
"largesd",2,-0.141811805961426,"fitness","genereg","D","TRUE","FALSE"
"d",3,-0.0848860315604909,"fitness","genereg","D","TRUE","FALSE"
"largesd",3,-0.150555230859147,"fitness","genereg","D","TRUE","FALSE"
"d",4,-0.110905902980713,"fitness","genereg","D","TRUE","FALSE"
"largesd",4,-0.163085914669784,"fitness","genereg","D","TRUE","FALSE"
"d",5,-0.122898889538282,"fitness","genereg","D","TRUE","FALSE"
"largesd",5,-0.166849795441262,"fitness","genereg","D","TRUE","FALSE"
"d",6,-0.260666277030976,"fitness","genereg","D","TRUE","FALSE"
"largesd",6,-0.260666277030976,"fitness","genereg","D","TRUE","FALSE"
"d",1,-0.396236119228521,"fitness","genereg","D","TRUE","TRUE"
"largesd",1,-0.0333138515488019,"fitness","genereg","D","TRUE","TRUE"
"d",2,-0.427539450613676,"fitness","genereg","D","TRUE","TRUE"
"largesd",2,-0.043927527761543,"fitness","genereg","D","TRUE","TRUE"
"d",3,-0.364956165984804,"fitness","genereg","D","TRUE","TRUE"
"largesd",3,-0.0413559322033898,"fitness","genereg","D","TRUE","TRUE"
"d",4,-0.266838106370544,"fitness","genereg","D","TRUE","TRUE"
"largesd",4,-0.0531151373465809,"fitness","genereg","D","TRUE","TRUE"
"d",5,-0.221274108708358,"fitness","genereg","D","TRUE","TRUE"
"largesd",5,-0.0580011689070719,"fitness","genereg","D","TRUE","TRUE"
"d",6,-0.179707773232028,"fitness","genereg","D","TRUE","TRUE"
"largesd",6,-0.179707773232028,"fitness","genereg","D","TRUE","TRUE"
"d",1,-0.327807692307692,"fitness","genereg","u","FALSE","FALSE"
"largesd",1,-0.381884615384615,"fitness","genereg","u","FALSE","FALSE"
"d",2,-0.374923076923077,"fitness","genereg","u","FALSE","FALSE"
"largesd",2,-0.433403846153846,"fitness","genereg","u","FALSE","FALSE"
"d",3,-0.364942307692308,"fitness","genereg","u","FALSE","FALSE"
"largesd",3,-0.47575,"fitness","genereg","u","FALSE","FALSE"
"d",4,-0.412230769230769,"fitness","genereg","u","FALSE","FALSE"
"largesd",4,-0.49875,"fitness","genereg","u","FALSE","FALSE"
"d",5,-0.375288461538462,"fitness","genereg","u","FALSE","FALSE"
"largesd",5,-0.507846153846154,"fitness","genereg","u","FALSE","FALSE"
"d",6,-0.499,"fitness","genereg","u","FALSE","FALSE"
"largesd",6,-0.499,"fitness","genereg","u","FALSE","FALSE"
"d",1,-0.407653846153846,"fitness","genereg","u","TRUE","FALSE"
"largesd",1,-0.445807692307692,"fitness","genereg","u","TRUE","FALSE"
"d",2,-0.479461538461539,"fitness","genereg","u","TRUE","FALSE"
"largesd",2,-0.510557692307692,"fitness","genereg","u","TRUE","FALSE"
"d",3,-0.476307692307692,"fitness","genereg","u","TRUE","FALSE"
"largesd",3,-0.543557692307692,"fitness","genereg","u","TRUE","FALSE"
"d",4,-0.487057692307692,"fitness","genereg","u","TRUE","FALSE"
"largesd",4,-0.571538461538462,"fitness","genereg","u","TRUE","FALSE"
"d",5,-0.475903846153846,"fitness","genereg","u","TRUE","FALSE"
"largesd",5,-0.589076923076923,"fitness","genereg","u","TRUE","FALSE"
"d",6,-0.543096153846154,"fitness","genereg","u","TRUE","FALSE"
"largesd",6,-0.543096153846154,"fitness","genereg","u","TRUE","FALSE"
"d",1,-0.712365384615385,"fitness","genereg","u","TRUE","TRUE"
"largesd",1,-0.0556923076923077,"fitness","genereg","u","TRUE","TRUE"
"d",2,-0.760653846153846,"fitness","genereg","u","TRUE","TRUE"
"largesd",2,-0.0824230769230769,"fitness","genereg","u","TRUE","TRUE"
"d",3,-0.76575,"fitness","genereg","u","TRUE","TRUE"
"largesd",3,-0.0978846153846154,"fitness","genereg","u","TRUE","TRUE"
"d",4,-0.758019230769231,"fitness","genereg","u","TRUE","TRUE"
"largesd",4,-0.113596153846154,"fitness","genereg","u","TRUE","TRUE"
"d",5,-0.747173076923077,"fitness","genereg","u","TRUE","TRUE"
"largesd",5,-0.124038461538462,"fitness","genereg","u","TRUE","TRUE"
"d",6,-0.469538461538462,"fitness","genereg","u","TRUE","TRUE"
"largesd",6,-0.469538461538462,"fitness","genereg","u","TRUE","TRUE"
"d",1,-0.761599670171099,"fitness","mutualistic","D","FALSE","FALSE"
"largesd",1,-0.521467738610596,"fitness","mutualistic","D","FALSE","FALSE"
"d",2,-0.822477839620697,"fitness","mutualistic","D","FALSE","FALSE"
"largesd",2,-0.622758194186766,"fitness","mutualistic","D","FALSE","FALSE"
"d",3,-0.848336425479283,"fitness","mutualistic","D","FALSE","FALSE"
"largesd",3,-0.691799628942486,"fitness","mutualistic","D","FALSE","FALSE"
"d",4,-0.864951556380128,"fitness","mutualistic","D","FALSE","FALSE"
"largesd",4,-0.732574726860441,"fitness","mutualistic","D","FALSE","FALSE"
"d",5,-0.877105751391466,"fitness","mutualistic","D","FALSE","FALSE"
"largesd",5,-0.762341785198928,"fitness","mutualistic","D","FALSE","FALSE"
"d",6,-0.943830138115852,"fitness","mutualistic","D","FALSE","FALSE"
"largesd",6,-0.943830138115852,"fitness","mutualistic","D","FALSE","FALSE"
"d",1,-0.755844155844156,"fitness","mutualistic","D","TRUE","FALSE"
"largesd",1,-0.527379921665636,"fitness","mutualistic","D","TRUE","FALSE"
"d",2,-0.820737992166564,"fitness","mutualistic","D","TRUE","FALSE"
"largesd",2,-0.634524840239126,"fitness","mutualistic","D","TRUE","FALSE"
"d",3,-0.850612244897959,"fitness","mutualistic","D","TRUE","FALSE"
"largesd",3,-0.699270253555968,"fitness","mutualistic","D","TRUE","FALSE"
"d",4,-0.866905792620078,"fitness","mutualistic","D","TRUE","FALSE"
"largesd",4,-0.738503401360544,"fitness","mutualistic","D","TRUE","FALSE"
"d",5,-0.876198721913008,"fitness","mutualistic","D","TRUE","FALSE"
"largesd",5,-0.765442176870748,"fitness","mutualistic","D","TRUE","FALSE"
"d",6,-0.943104514533086,"fitness","mutualistic","D","TRUE","FALSE"
"largesd",6,-0.943104514533086,"fitness","mutualistic","D","TRUE","FALSE"
"d",1,-0.751020408163265,"fitness","mutualistic","D","TRUE","TRUE"
"largesd",1,-0.504654710368996,"fitness","mutualistic","D","TRUE","TRUE"
"d",2,-0.8143475572047,"fitness","mutualistic","D","TRUE","TRUE"
"largesd",2,-0.645359719645434,"fitness","mutualistic","D","TRUE","TRUE"
"d",3,-0.841698618841476,"fitness","mutualistic","D","TRUE","TRUE"
"largesd",3,-0.718458049886621,"fitness","mutualistic","D","TRUE","TRUE"
"d",4,-0.859600082457225,"fitness","mutualistic","D","TRUE","TRUE"
"largesd",4,-0.759431045145331,"fitness","mutualistic","D","TRUE","TRUE"
"d",5,-0.865553494124923,"fitness","mutualistic","D","TRUE","TRUE"
"largesd",5,-0.789231086373944,"fitness","mutualistic","D","TRUE","TRUE"
"d",6,-0.927330447330447,"fitness","mutualistic","D","TRUE","TRUE"
"largesd",6,-0.927330447330447,"fitness","mutualistic","D","TRUE","TRUE"
"d",1,-0.657626029168759,"fitness","mutualistic","u","FALSE","FALSE"
"largesd",1,-0.658033885791932,"fitness","mutualistic","u","FALSE","FALSE"
"d",2,-0.747806420241492,"fitness","mutualistic","u","FALSE","FALSE"
"largesd",2,-0.742418436334086,"fitness","mutualistic","u","FALSE","FALSE"
"d",3,-0.782210239138097,"fitness","mutualistic","u","FALSE","FALSE"
"largesd",3,-0.786141414469938,"fitness","mutualistic","u","FALSE","FALSE"
"d",4,-0.791325461236671,"fitness","mutualistic","u","FALSE","FALSE"
"largesd",4,-0.81222958674901,"fitness","mutualistic","u","FALSE","FALSE"
"d",5,-0.80607118035087,"fitness","mutualistic","u","FALSE","FALSE"
"largesd",5,-0.834171868087517,"fitness","mutualistic","u","FALSE","FALSE"
"d",6,-0.891830633049279,"fitness","mutualistic","u","FALSE","FALSE"
"largesd",6,-0.891830633049279,"fitness","mutualistic","u","FALSE","FALSE"
"d",1,-0.644468392543864,"fitness","mutualistic","u","TRUE","FALSE"
"largesd",1,-0.647310276027257,"fitness","mutualistic","u","TRUE","FALSE"
"d",2,-0.733138385025177,"fitness","mutualistic","u","TRUE","FALSE"
"largesd",2,-0.730965688399651,"fitness","mutualistic","u","TRUE","FALSE"
"d",3,-0.768732829713962,"fitness","mutualistic","u","TRUE","FALSE"
"largesd",3,-0.776922638507544,"fitness","mutualistic","u","TRUE","FALSE"
"d",4,-0.782514861797881,"fitness","mutualistic","u","TRUE","FALSE"
"largesd",4,-0.802220159993745,"fitness","mutualistic","u","TRUE","FALSE"
"d",5,-0.795225058659021,"fitness","mutualistic","u","TRUE","FALSE"
"largesd",5,-0.823705180912728,"fitness","mutualistic","u","TRUE","FALSE"
"d",6,-0.889016593469424,"fitness","mutualistic","u","TRUE","FALSE"
"largesd",6,-0.889016593469424,"fitness","mutualistic","u","TRUE","FALSE"
"d",1,-0.644969464949487,"fitness","mutualistic","u","TRUE","TRUE"
"largesd",1,-0.626826476438019,"fitness","mutualistic","u","TRUE","TRUE"
"d",2,-0.732452883655991,"fitness","mutualistic","u","TRUE","TRUE"
"largesd",2,-0.706874762102287,"fitness","mutualistic","u","TRUE","TRUE"
"d",3,-0.755465305114584,"fitness","mutualistic","u","TRUE","TRUE"
"largesd",3,-0.748756676710062,"fitness","mutualistic","u","TRUE","TRUE"
"d",4,-0.766517526457593,"fitness","mutualistic","u","TRUE","TRUE"
"largesd",4,-0.771270332002851,"fitness","mutualistic","u","TRUE","TRUE"
"d",5,-0.775239439476953,"fitness","mutualistic","u","TRUE","TRUE"
"largesd",5,-0.786386438160023,"fitness","mutualistic","u","TRUE","TRUE"
"d",6,-0.854309919619576,"fitness","mutualistic","u","TRUE","TRUE"
"largesd",6,-0.854309919619576,"fitness","mutualistic","u","TRUE","TRUE"
