"metric","n","tau","net","model","bparam","varyv","varys"
"d",5,-0.804863260686498,"catlins","mutualistic","u","FALSE","FALSE"
"input",5,-0.83083483245946,"catlins","mutualistic","u","FALSE","FALSE"
"d",6,-0.896158913578973,"catlins","mutualistic","u","FALSE","FALSE"
"input",6,-0.896158913578973,"catlins","mutualistic","u","FALSE","FALSE"
"d",1,-0.651156845802327,"catlins","mutualistic","u","TRUE","FALSE"
"input",1,-0.661697254380472,"catlins","mutualistic","u","TRUE","FALSE"
"d",2,-0.739459938200753,"catlins","mutualistic","u","TRUE","FALSE"
"input",2,-0.747832159969201,"catlins","mutualistic","u","TRUE","FALSE"
"d",3,-0.767968842441534,"catlins","mutualistic","u","TRUE","FALSE"
"input",3,-0.788453418661959,"catlins","mutualistic","u","TRUE","FALSE"
"d",4,-0.783246807699638,"catlins","mutualistic","u","TRUE","FALSE"
"input",4,-0.812424883439779,"catlins","mutualistic","u","TRUE","FALSE"
"d",5,-0.798376491065667,"catlins","mutualistic","u","TRUE","FALSE"
"input",5,-0.827504332586756,"catlins","mutualistic","u","TRUE","FALSE"
"d",6,-0.895142275356774,"catlins","mutualistic","u","TRUE","FALSE"
"input",6,-0.895142275356774,"catlins","mutualistic","u","TRUE","FALSE"
"d",1,-0.654055722496636,"catlins","mutualistic","u","TRUE","TRUE"
"input",1,-0.661431442146437,"catlins","mutualistic","u","TRUE","TRUE"
"d",2,-0.733539583664708,"catlins","mutualistic","u","TRUE","TRUE"
"input",2,-0.740078921336121,"catlins","mutualistic","u","TRUE","TRUE"
"d",3,-0.759104934052303,"catlins","mutualistic","u","TRUE","TRUE"
"input",3,-0.781681699006426,"catlins","mutualistic","u","TRUE","TRUE"
"d",4,-0.783839030585803,"catlins","mutualistic","u","TRUE","TRUE"
"input",4,-0.787866911418053,"catlins","mutualistic","u","TRUE","TRUE"
"d",5,-0.786890021891015,"catlins","mutualistic","u","TRUE","TRUE"
"input",5,-0.811558344116437,"catlins","mutualistic","u","TRUE","TRUE"
"d",6,-0.87581751405386,"catlins","mutualistic","u","TRUE","TRUE"
"input",6,-0.87581751405386,"catlins","mutualistic","u","TRUE","TRUE"
"d",1,0.77570929419986,"catlins","SIS","D","FALSE","FALSE"
"input",1,0.81643605870021,"catlins","SIS","D","FALSE","FALSE"
"d",2,0.808413696715583,"catlins","SIS","D","FALSE","FALSE"
"input",2,0.86345213137666,"catlins","SIS","D","FALSE","FALSE"
"d",3,0.810873515024458,"catlins","SIS","D","FALSE","FALSE"
"input",3,0.88125786163522,"catlins","SIS","D","FALSE","FALSE"
"d",4,0.817638015373864,"catlins","SIS","D","FALSE","FALSE"
"input",4,0.88533892382949,"catlins","SIS","D","FALSE","FALSE"
"d",5,0.835052410901468,"catlins","SIS","D","FALSE","FALSE"
"input",5,0.891404612159329,"catlins","SIS","D","FALSE","FALSE"
"d",6,0.915779175401817,"catlins","SIS","D","FALSE","FALSE"
"input",6,0.915779175401817,"catlins","SIS","D","FALSE","FALSE"
"d",1,0.871111111111111,"catlins","SIS","D","FALSE","TRUE"
"input",1,0.82722571628232,"catlins","SIS","D","FALSE","TRUE"
"d",2,0.841090146750524,"catlins","SIS","D","FALSE","TRUE"
"input",2,0.859874213836478,"catlins","SIS","D","FALSE","TRUE"
"d",3,0.843410202655486,"catlins","SIS","D","FALSE","TRUE"
"input",3,0.872033542976939,"catlins","SIS","D","FALSE","TRUE"
"d",4,0.843633822501747,"catlins","SIS","D","FALSE","TRUE"
"input",4,0.876533892382949,"catlins","SIS","D","FALSE","TRUE"
"d",5,0.838266946191474,"catlins","SIS","D","FALSE","TRUE"
"input",5,0.887407407407407,"catlins","SIS","D","FALSE","TRUE"
"d",6,0.867002096436059,"catlins","SIS","D","FALSE","TRUE"
"input",6,0.867002096436059,"catlins","SIS","D","FALSE","TRUE"
"d",1,0.759714795008913,"chesapeake","doublewell","D","FALSE","FALSE"
"input",1,0.76891265597148,"chesapeake","doublewell","D","FALSE","FALSE"
"d",2,0.803707664884136,"chesapeake","doublewell","D","FALSE","FALSE"
"input",2,0.816042780748663,"chesapeake","doublewell","D","FALSE","FALSE"
"d",3,0.798288770053476,"chesapeake","doublewell","D","FALSE","FALSE"
"input",3,0.816256684491979,"chesapeake","doublewell","D","FALSE","FALSE"
"d",4,0.791729055258467,"chesapeake","doublewell","D","FALSE","FALSE"
"input",4,0.814973262032086,"chesapeake","doublewell","D","FALSE","FALSE"
"d",5,0.784670231729055,"chesapeake","doublewell","D","FALSE","FALSE"
"input",5,0.817254901960784,"chesapeake","doublewell","D","FALSE","FALSE"
"d",6,0.819964349376114,"chesapeake","doublewell","D","FALSE","FALSE"
"input",6,0.819964349376114,"chesapeake","doublewell","D","FALSE","FALSE"
"d",1,0.762424242424242,"chesapeake","doublewell","D","TRUE","FALSE"
"input",1,0.76780303030303,"chesapeake","doublewell","D","TRUE","FALSE"
"d",2,0.804090909090909,"chesapeake","doublewell","D","TRUE","FALSE"
"input",2,0.813333333333333,"chesapeake","doublewell","D","TRUE","FALSE"
"d",3,0.803409090909091,"chesapeake","doublewell","D","TRUE","FALSE"
"input",3,0.819469696969697,"chesapeake","doublewell","D","TRUE","FALSE"
"d",4,0.795909090909091,"chesapeake","doublewell","D","TRUE","FALSE"
"input",4,0.823030303030303,"chesapeake","doublewell","D","TRUE","FALSE"
"d",5,0.789772727272727,"chesapeake","doublewell","D","TRUE","FALSE"
"input",5,0.820075757575757,"chesapeake","doublewell","D","TRUE","FALSE"
"d",6,0.801590909090909,"chesapeake","doublewell","D","TRUE","FALSE"
"input",6,0.801590909090909,"chesapeake","doublewell","D","TRUE","FALSE"
"d",1,0.756060606060606,"chesapeake","doublewell","D","TRUE","TRUE"
"input",1,0.763333333333333,"chesapeake","doublewell","D","TRUE","TRUE"
"d",2,0.789242424242424,"chesapeake","doublewell","D","TRUE","TRUE"
"input",2,0.796666666666667,"chesapeake","doublewell","D","TRUE","TRUE"
"d",3,0.791363636363636,"chesapeake","doublewell","D","TRUE","TRUE"
"input",3,0.797121212121212,"chesapeake","doublewell","D","TRUE","TRUE"
"d",4,0.793181818181818,"chesapeake","doublewell","D","TRUE","TRUE"
"input",4,0.803484848484848,"chesapeake","doublewell","D","TRUE","TRUE"
"d",5,0.799848484848485,"chesapeake","doublewell","D","TRUE","TRUE"
"input",5,0.803409090909091,"chesapeake","doublewell","D","TRUE","TRUE"
"d",6,0.801969696969697,"chesapeake","doublewell","D","TRUE","TRUE"
"input",6,0.801969696969697,"chesapeake","doublewell","D","TRUE","TRUE"
"d",1,0.750706155632985,"chesapeake","doublewell","u","FALSE","FALSE"
"input",1,0.758099883855981,"chesapeake","doublewell","u","FALSE","FALSE"
"d",2,0.786169570267131,"chesapeake","doublewell","u","FALSE","FALSE"
"input",2,0.804562137049942,"chesapeake","doublewell","u","FALSE","FALSE"
"d",3,0.799101045296167,"chesapeake","doublewell","u","FALSE","FALSE"
"input",3,0.814668989547038,"chesapeake","doublewell","u","FALSE","FALSE"
"d",4,0.798478513356562,"chesapeake","doublewell","u","FALSE","FALSE"
"input",4,0.817788617886179,"chesapeake","doublewell","u","FALSE","FALSE"
"d",5,0.805526132404181,"chesapeake","doublewell","u","FALSE","FALSE"
"input",5,0.82412543554007,"chesapeake","doublewell","u","FALSE","FALSE"
"d",6,0.887649245063879,"chesapeake","doublewell","u","FALSE","FALSE"
"input",6,0.887649245063879,"chesapeake","doublewell","u","FALSE","FALSE"
"d",1,0.75234008097166,"chesapeake","doublewell","u","TRUE","FALSE"
"input",1,0.7687665317139,"chesapeake","doublewell","u","TRUE","FALSE"
"d",2,0.795225371120108,"chesapeake","doublewell","u","TRUE","FALSE"
"input",2,0.811587044534413,"chesapeake","doublewell","u","TRUE","FALSE"
"d",3,0.793473684210526,"chesapeake","doublewell","u","TRUE","FALSE"
"input",3,0.819300944669366,"chesapeake","doublewell","u","TRUE","FALSE"
"d",4,0.804844804318489,"chesapeake","doublewell","u","TRUE","FALSE"
"input",4,0.826437246963563,"chesapeake","doublewell","u","TRUE","FALSE"
"d",5,0.803268556005398,"chesapeake","doublewell","u","TRUE","FALSE"
"input",5,0.828960863697706,"chesapeake","doublewell","u","TRUE","FALSE"
"d",6,0.87821052631579,"chesapeake","doublewell","u","TRUE","FALSE"
"input",6,0.87821052631579,"chesapeake","doublewell","u","TRUE","FALSE"
"d",1,0.736138162453952,"chesapeake","doublewell","u","TRUE","TRUE"
"input",1,0.75027559543349,"chesapeake","doublewell","u","TRUE","TRUE"
"d",2,0.769807783491994,"chesapeake","doublewell","u","TRUE","TRUE"
"input",2,0.790282744282744,"chesapeake","doublewell","u","TRUE","TRUE"
"d",3,0.77169296421928,"chesapeake","doublewell","u","TRUE","TRUE"
"input",3,0.790655213918372,"chesapeake","doublewell","u","TRUE","TRUE"
"d",4,0.778490279753438,"chesapeake","doublewell","u","TRUE","TRUE"
"input",4,0.799063354852829,"chesapeake","doublewell","u","TRUE","TRUE"
"d",5,0.795091366670314,"chesapeake","doublewell","u","TRUE","TRUE"
"input",5,0.802978079293869,"chesapeake","doublewell","u","TRUE","TRUE"
"d",6,0.866208775577197,"chesapeake","doublewell","u","TRUE","TRUE"
"input",6,0.866208775577197,"chesapeake","doublewell","u","TRUE","TRUE"
"d",1,-0.0671728395061728,"chesapeake","genereg","D","FALSE","FALSE"
"input",1,-0.0952098765432099,"chesapeake","genereg","D","FALSE","FALSE"
"d",2,-0.0942962962962963,"chesapeake","genereg","D","FALSE","FALSE"
"input",2,-0.131913580246914,"chesapeake","genereg","D","FALSE","FALSE"
"d",3,-0.108469135802469,"chesapeake","genereg","D","FALSE","FALSE"
"input",3,-0.145777777777778,"chesapeake","genereg","D","FALSE","FALSE"
"d",4,-0.135,"chesapeake","genereg","D","FALSE","FALSE"
"input",4,-0.146950617283951,"chesapeake","genereg","D","FALSE","FALSE"
"d",5,-0.155024691358025,"chesapeake","genereg","D","FALSE","FALSE"
"input",5,-0.162320987654321,"chesapeake","genereg","D","FALSE","FALSE"
"d",6,-0.292086419753086,"chesapeake","genereg","D","FALSE","FALSE"
"input",6,-0.292086419753086,"chesapeake","genereg","D","FALSE","FALSE"
"d",1,-0.0216660496112551,"chesapeake","genereg","D","TRUE","FALSE"
"input",1,-0.11462421325435,"chesapeake","genereg","D","TRUE","FALSE"
"d",2,-0.0536542021473528,"chesapeake","genereg","D","TRUE","FALSE"
"input",2,-0.162206590151796,"chesapeake","genereg","D","TRUE","FALSE"
"d",3,-0.0756608663457978,"chesapeake","genereg","D","TRUE","FALSE"
"input",3,-0.1819029988893,"chesapeake","genereg","D","TRUE","FALSE"
"d",4,-0.107130692336172,"chesapeake","genereg","D","TRUE","FALSE"
"input",4,-0.185146242132543,"chesapeake","genereg","D","TRUE","FALSE"
"d",5,-0.0996371714179933,"chesapeake","genereg","D","TRUE","FALSE"
"input",5,-0.201229174379859,"chesapeake","genereg","D","TRUE","FALSE"
"d",6,-0.218748611625324,"chesapeake","genereg","D","TRUE","FALSE"
"input",6,-0.218748611625324,"chesapeake","genereg","D","TRUE","FALSE"
"d",1,-0.739918548685672,"chesapeake","genereg","D","TRUE","TRUE"
"input",1,-0.316593854128101,"chesapeake","genereg","D","TRUE","TRUE"
"d",2,-0.418511662347279,"chesapeake","genereg","D","TRUE","TRUE"
"input",2,-0.244724176231025,"chesapeake","genereg","D","TRUE","TRUE"
"d",3,-0.21067752684191,"chesapeake","genereg","D","TRUE","TRUE"
"input",3,-0.145368382080711,"chesapeake","genereg","D","TRUE","TRUE"
"d",4,-0.0877897075157349,"chesapeake","genereg","D","TRUE","TRUE"
"input",4,-0.0931654942613847,"chesapeake","genereg","D","TRUE","TRUE"
"d",5,-0.076149574231766,"chesapeake","genereg","D","TRUE","TRUE"
"input",5,-0.10074787115883,"chesapeake","genereg","D","TRUE","TRUE"
"d",6,-0.151040355423917,"chesapeake","genereg","D","TRUE","TRUE"
"input",6,-0.151040355423917,"chesapeake","genereg","D","TRUE","TRUE"
"d",1,-0.195749168288243,"chesapeake","genereg","u","FALSE","FALSE"
"input",1,-0.288818027744649,"chesapeake","genereg","u","FALSE","FALSE"
"d",2,-0.213528340970435,"chesapeake","genereg","u","FALSE","FALSE"
"input",2,-0.367030318247442,"chesapeake","genereg","u","FALSE","FALSE"
"d",3,-0.235678865105769,"chesapeake","genereg","u","FALSE","FALSE"
"input",3,-0.406234385788714,"chesapeake","genereg","u","FALSE","FALSE"
"d",4,-0.25540644027368,"chesapeake","genereg","u","FALSE","FALSE"
"input",4,-0.393717908480321,"chesapeake","genereg","u","FALSE","FALSE"
"d",5,-0.266750360931517,"chesapeake","genereg","u","FALSE","FALSE"
"input",5,-0.393017387483523,"chesapeake","genereg","u","FALSE","FALSE"
"d",6,-0.332056995794363,"chesapeake","genereg","u","FALSE","FALSE"
"input",6,-0.332056995794363,"chesapeake","genereg","u","FALSE","FALSE"
"d",1,-0.236445418035779,"chesapeake","genereg","u","TRUE","FALSE"
"input",1,-0.293499817451625,"chesapeake","genereg","u","TRUE","FALSE"
"d",2,-0.248978459291712,"chesapeake","genereg","u","TRUE","FALSE"
"input",2,-0.373017889740781,"chesapeake","genereg","u","TRUE","FALSE"
"d",3,-0.279193866374589,"chesapeake","genereg","u","TRUE","FALSE"
"input",3,-0.422057685286601,"chesapeake","genereg","u","TRUE","FALSE"
"d",4,-0.292962395034684,"chesapeake","genereg","u","TRUE","FALSE"
"input",4,-0.410985031033224,"chesapeake","genereg","u","TRUE","FALSE"
"d",5,-0.302983570646221,"chesapeake","genereg","u","TRUE","FALSE"
"input",5,-0.408186929536327,"chesapeake","genereg","u","TRUE","FALSE"
"d",6,-0.336677619569186,"chesapeake","genereg","u","TRUE","FALSE"
"input",6,-0.336677619569186,"chesapeake","genereg","u","TRUE","FALSE"
"d",1,-0.528110989412194,"chesapeake","genereg","u","TRUE","TRUE"
"input",1,-0.431380795910916,"chesapeake","genereg","u","TRUE","TRUE"
"d",2,-0.27973128879153,"chesapeake","genereg","u","TRUE","TRUE"
"input",2,-0.415363271266886,"chesapeake","genereg","u","TRUE","TRUE"
"d",3,-0.208175246440307,"chesapeake","genereg","u","TRUE","TRUE"
"input",3,-0.316422051843739,"chesapeake","genereg","u","TRUE","TRUE"
"d",4,-0.151962029937934,"chesapeake","genereg","u","TRUE","TRUE"
"input",4,-0.238305951077035,"chesapeake","genereg","u","TRUE","TRUE"
"d",5,-0.157412194231471,"chesapeake","genereg","u","TRUE","TRUE"
"input",5,-0.243785323110624,"chesapeake","genereg","u","TRUE","TRUE"
"d",6,-0.166726542533771,"chesapeake","genereg","u","TRUE","TRUE"
"input",6,-0.166726542533771,"chesapeake","genereg","u","TRUE","TRUE"
"d",1,-0.782057307771593,"chesapeake","mutualistic","D","FALSE","FALSE"
"input",1,-0.636033807462379,"chesapeake","mutualistic","D","FALSE","FALSE"
"d",2,-0.840354566068852,"chesapeake","mutualistic","D","FALSE","FALSE"
"input",2,-0.746864564007421,"chesapeake","mutualistic","D","FALSE","FALSE"
"d",3,-0.867235621521336,"chesapeake","mutualistic","D","FALSE","FALSE"
"input",3,-0.797443826015255,"chesapeake","mutualistic","D","FALSE","FALSE"
"d",4,-0.881962481962482,"chesapeake","mutualistic","D","FALSE","FALSE"
"input",4,-0.82949494949495,"chesapeake","mutualistic","D","FALSE","FALSE"
"d",5,-0.892475778190064,"chesapeake","mutualistic","D","FALSE","FALSE"
"input",5,-0.850752422180994,"chesapeake","mutualistic","D","FALSE","FALSE"
"d",6,-0.960568954854669,"chesapeake","mutualistic","D","FALSE","FALSE"
"input",6,-0.960568954854669,"chesapeake","mutualistic","D","FALSE","FALSE"
"d",1,-0.782486085343228,"chesapeake","mutualistic","D","TRUE","FALSE"
"input",1,-0.632809729952587,"chesapeake","mutualistic","D","TRUE","FALSE"
"d",2,-0.841170892599464,"chesapeake","mutualistic","D","TRUE","FALSE"
"input",2,-0.745734900020614,"chesapeake","mutualistic","D","TRUE","FALSE"
"d",3,-0.864432075860647,"chesapeake","mutualistic","D","TRUE","FALSE"
"input",3,-0.800387548958978,"chesapeake","mutualistic","D","TRUE","FALSE"
"d",4,-0.880478251906823,"chesapeake","mutualistic","D","TRUE","FALSE"
"input",4,-0.83305710162853,"chesapeake","mutualistic","D","TRUE","FALSE"
"d",5,-0.894430014430014,"chesapeake","mutualistic","D","TRUE","FALSE"
"input",5,-0.852764378478664,"chesapeake","mutualistic","D","TRUE","FALSE"
"d",6,-0.961344052772624,"chesapeake","mutualistic","D","TRUE","FALSE"
"input",6,-0.961344052772624,"chesapeake","mutualistic","D","TRUE","FALSE"
"d",1,-0.779756751185323,"chesapeake","mutualistic","D","TRUE","TRUE"
"input",1,-0.633749742321171,"chesapeake","mutualistic","D","TRUE","TRUE"
"d",2,-0.841195629767058,"chesapeake","mutualistic","D","TRUE","TRUE"
"input",2,-0.742618016903731,"chesapeake","mutualistic","D","TRUE","TRUE"
"d",3,-0.866493506493507,"chesapeake","mutualistic","D","TRUE","TRUE"
"input",3,-0.763793032364461,"chesapeake","mutualistic","D","TRUE","TRUE"
"d",4,-0.885945165945166,"chesapeake","mutualistic","D","TRUE","TRUE"
"input",4,-0.801640898783756,"chesapeake","mutualistic","D","TRUE","TRUE"
"d",5,-0.894265099979386,"chesapeake","mutualistic","D","TRUE","TRUE"
"input",5,-0.823450834879406,"chesapeake","mutualistic","D","TRUE","TRUE"
"d",6,-0.952949907235622,"chesapeake","mutualistic","D","TRUE","TRUE"
"input",6,-0.952949907235622,"chesapeake","mutualistic","D","TRUE","TRUE"
"d",1,-0.680083187737124,"chesapeake","mutualistic","u","FALSE","FALSE"
"input",1,-0.712007225670011,"chesapeake","mutualistic","u","FALSE","FALSE"
"d",2,-0.727377070778095,"chesapeake","mutualistic","u","FALSE","FALSE"
"input",2,-0.753585150063958,"chesapeake","mutualistic","u","FALSE","FALSE"
"d",3,-0.754737204059049,"chesapeake","mutualistic","u","FALSE","FALSE"
"input",3,-0.777078277764817,"chesapeake","mutualistic","u","FALSE","FALSE"
"d",4,-0.763119252982318,"chesapeake","mutualistic","u","FALSE","FALSE"
"input",4,-0.793467163211458,"chesapeake","mutualistic","u","FALSE","FALSE"
"d",5,-0.776927788475995,"chesapeake","mutualistic","u","FALSE","FALSE"
"input",5,-0.805504068492424,"chesapeake","mutualistic","u","FALSE","FALSE"
"d",6,-0.865638116730804,"chesapeake","mutualistic","u","FALSE","FALSE"
"input",6,-0.865638116730804,"chesapeake","mutualistic","u","FALSE","FALSE"
"d",1,-0.670944763541094,"chesapeake","mutualistic","u","TRUE","FALSE"
"input",1,-0.701192666155969,"chesapeake","mutualistic","u","TRUE","FALSE"
"d",2,-0.730581164984835,"chesapeake","mutualistic","u","TRUE","FALSE"
"input",2,-0.745429933448282,"chesapeake","mutualistic","u","TRUE","FALSE"
"d",3,-0.746332162378034,"chesapeake","mutualistic","u","TRUE","FALSE"
"input",3,-0.771916454999024,"chesapeake","mutualistic","u","TRUE","FALSE"
"d",4,-0.759791501378657,"chesapeake","mutualistic","u","TRUE","FALSE"
"input",4,-0.788718617342471,"chesapeake","mutualistic","u","TRUE","FALSE"
"d",5,-0.771691844113862,"chesapeake","mutualistic","u","TRUE","FALSE"
"input",5,-0.801650682971784,"chesapeake","mutualistic","u","TRUE","FALSE"
"d",6,-0.864488461176535,"chesapeake","mutualistic","u","TRUE","FALSE"
"input",6,-0.864488461176535,"chesapeake","mutualistic","u","TRUE","FALSE"
"d",1,-0.709570107221483,"chesapeake","mutualistic","u","TRUE","TRUE"
"input",1,-0.713809255460632,"chesapeake","mutualistic","u","TRUE","TRUE"
"d",2,-0.720597254468814,"chesapeake","mutualistic","u","TRUE","TRUE"
"input",2,-0.736684654629609,"chesapeake","mutualistic","u","TRUE","TRUE"
"d",3,-0.725281879043347,"chesapeake","mutualistic","u","TRUE","TRUE"
"input",3,-0.6993164574082,"chesapeake","mutualistic","u","TRUE","TRUE"
"d",4,-0.713734899202789,"chesapeake","mutualistic","u","TRUE","TRUE"
"input",4,-0.733256873220176,"chesapeake","mutualistic","u","TRUE","TRUE"
"d",5,-0.708806407742188,"chesapeake","mutualistic","u","TRUE","TRUE"
"input",5,-0.729293330027275,"chesapeake","mutualistic","u","TRUE","TRUE"
"d",6,-0.815719165370542,"chesapeake","mutualistic","u","TRUE","TRUE"
"input",6,-0.815719165370542,"chesapeake","mutualistic","u","TRUE","TRUE"
"d",1,0.765945945945946,"chesapeake","SIS","D","FALSE","FALSE"
"input",1,0.804204204204204,"chesapeake","SIS","D","FALSE","FALSE"
"d",2,0.814054054054054,"chesapeake","SIS","D","FALSE","FALSE"
"input",2,0.855375375375375,"chesapeake","SIS","D","FALSE","FALSE"
"d",3,0.827987987987988,"chesapeake","SIS","D","FALSE","FALSE"
"input",3,0.871291291291291,"chesapeake","SIS","D","FALSE","FALSE"
"d",4,0.833033033033033,"chesapeake","SIS","D","FALSE","FALSE"
"input",4,0.883543543543544,"chesapeake","SIS","D","FALSE","FALSE"
"d",5,0.856756756756757,"chesapeake","SIS","D","FALSE","FALSE"
"input",5,0.891591591591592,"chesapeake","SIS","D","FALSE","FALSE"
"d",6,0.925645645645646,"chesapeake","SIS","D","FALSE","FALSE"
"input",6,0.925645645645646,"chesapeake","SIS","D","FALSE","FALSE"
"d",1,0.869309309309309,"chesapeake","SIS","D","FALSE","TRUE"
"input",1,0.805225225225225,"chesapeake","SIS","D","FALSE","TRUE"
"d",2,0.873213213213213,"chesapeake","SIS","D","FALSE","TRUE"
"input",2,0.837477477477477,"chesapeake","SIS","D","FALSE","TRUE"
"d",3,0.871951951951952,"chesapeake","SIS","D","FALSE","TRUE"
"input",3,0.853453453453453,"chesapeake","SIS","D","FALSE","TRUE"
"d",4,0.867987987987988,"chesapeake","SIS","D","FALSE","TRUE"
"input",4,0.866846846846847,"chesapeake","SIS","D","FALSE","TRUE"
"d",5,0.871231231231231,"chesapeake","SIS","D","FALSE","TRUE"
"input",5,0.873993993993994,"chesapeake","SIS","D","FALSE","TRUE"
"d",6,0.895075075075075,"chesapeake","SIS","D","FALSE","TRUE"
"input",6,0.895075075075075,"chesapeake","SIS","D","FALSE","TRUE"
"d",1,0.675938744799504,"dolphin","doublewell","D","FALSE","FALSE"
"input",1,0.718855827716587,"dolphin","doublewell","D","FALSE","FALSE"
"d",2,0.759325737553586,"dolphin","doublewell","D","FALSE","FALSE"
"input",2,0.780462406791521,"dolphin","doublewell","D","FALSE","FALSE"
"d",3,0.775559798850938,"dolphin","doublewell","D","FALSE","FALSE"
"input",3,0.813191702811956,"dolphin","doublewell","D","FALSE","FALSE"
"d",4,0.792183006866551,"dolphin","doublewell","D","FALSE","FALSE"
"input",4,0.831666055463524,"dolphin","doublewell","D","FALSE","FALSE"
"d",5,0.800677634601685,"dolphin","doublewell","D","FALSE","FALSE"
"input",5,0.843101371202637,"dolphin","doublewell","D","FALSE","FALSE"
"d",6,0.892739159574603,"dolphin","doublewell","D","FALSE","FALSE"
"input",6,0.892739159574603,"dolphin","doublewell","D","FALSE","FALSE"
"d",1,0.707942184397881,"dolphin","doublewell","D","TRUE","FALSE"
"input",1,0.726534225268403,"dolphin","doublewell","D","TRUE","FALSE"
"d",2,0.764910195289942,"dolphin","doublewell","D","TRUE","FALSE"
"input",2,0.789234900120976,"dolphin","doublewell","D","TRUE","FALSE"
"d",3,0.7890067738169,"dolphin","doublewell","D","TRUE","FALSE"
"input",3,0.818096839868992,"dolphin","doublewell","D","TRUE","FALSE"
"d",4,0.791789813561965,"dolphin","doublewell","D","TRUE","FALSE"
"input",4,0.832015073534061,"dolphin","doublewell","D","TRUE","FALSE"
"d",5,0.809381504571378,"dolphin","doublewell","D","TRUE","FALSE"
"input",5,0.844895695022277,"dolphin","doublewell","D","TRUE","FALSE"
"d",6,0.892481358304143,"dolphin","doublewell","D","TRUE","FALSE"
"input",6,0.892481358304143,"dolphin","doublewell","D","TRUE","FALSE"
"d",1,0.684457146229298,"dolphin","doublewell","D","TRUE","TRUE"
"input",1,0.727215063417595,"dolphin","doublewell","D","TRUE","TRUE"
"d",2,0.765087233441664,"dolphin","doublewell","D","TRUE","TRUE"
"input",2,0.787661621079343,"dolphin","doublewell","D","TRUE","TRUE"
"d",3,0.769179175255125,"dolphin","doublewell","D","TRUE","TRUE"
"input",3,0.811429077251862,"dolphin","doublewell","D","TRUE","TRUE"
"d",4,0.78397821587695,"dolphin","doublewell","D","TRUE","TRUE"
"input",4,0.822678418627786,"dolphin","doublewell","D","TRUE","TRUE"
"d",5,0.788381913445205,"dolphin","doublewell","D","TRUE","TRUE"
"input",5,0.830022972807783,"dolphin","doublewell","D","TRUE","TRUE"
"d",6,0.855043016055674,"dolphin","doublewell","D","TRUE","TRUE"
"input",6,0.855043016055674,"dolphin","doublewell","D","TRUE","TRUE"
"d",1,0.73072530375422,"dolphin","doublewell","u","FALSE","FALSE"
"input",1,0.751450009995979,"dolphin","doublewell","u","FALSE","FALSE"
"d",2,0.800186369977021,"dolphin","doublewell","u","FALSE","FALSE"
"input",2,0.81421102073548,"dolphin","doublewell","u","FALSE","FALSE"
"d",3,0.82563657315372,"dolphin","doublewell","u","FALSE","FALSE"
"input",3,0.845811810530146,"dolphin","doublewell","u","FALSE","FALSE"
"d",4,0.844215068545462,"dolphin","doublewell","u","FALSE","FALSE"
"input",4,0.864556162801929,"dolphin","doublewell","u","FALSE","FALSE"
"d",5,0.857944503222299,"dolphin","doublewell","u","FALSE","FALSE"
"input",5,0.877074668841073,"dolphin","doublewell","u","FALSE","FALSE"
"d",6,0.959467980295567,"dolphin","doublewell","u","FALSE","FALSE"
"input",6,0.959467980295567,"dolphin","doublewell","u","FALSE","FALSE"
"d",1,0.720315345415275,"dolphin","doublewell","u","TRUE","FALSE"
"input",1,0.740391076912693,"dolphin","doublewell","u","TRUE","FALSE"
"d",2,0.793478046640343,"dolphin","doublewell","u","TRUE","FALSE"
"input",2,0.813455232695488,"dolphin","doublewell","u","TRUE","FALSE"
"d",3,0.825510040160642,"dolphin","doublewell","u","TRUE","FALSE"
"input",3,0.840429685127063,"dolphin","doublewell","u","TRUE","FALSE"
"d",4,0.843489993587797,"dolphin","doublewell","u","TRUE","FALSE"
"input",4,0.856155782795046,"dolphin","doublewell","u","TRUE","FALSE"
"d",5,0.858086058519793,"dolphin","doublewell","u","TRUE","FALSE"
"input",5,0.872059532246633,"dolphin","doublewell","u","TRUE","FALSE"
"d",6,0.958059734737268,"dolphin","doublewell","u","TRUE","FALSE"
"input",6,0.958059734737268,"dolphin","doublewell","u","TRUE","FALSE"
"d",1,0.7314814637384,"dolphin","doublewell","u","TRUE","TRUE"
"input",1,0.735813438384572,"dolphin","doublewell","u","TRUE","TRUE"
"d",2,0.786075583272566,"dolphin","doublewell","u","TRUE","TRUE"
"input",2,0.812227843852466,"dolphin","doublewell","u","TRUE","TRUE"
"d",3,0.811150403806019,"dolphin","doublewell","u","TRUE","TRUE"
"input",3,0.834943854700379,"dolphin","doublewell","u","TRUE","TRUE"
"d",4,0.819680544287022,"dolphin","doublewell","u","TRUE","TRUE"
"input",4,0.845986811768492,"dolphin","doublewell","u","TRUE","TRUE"
"d",5,0.843127861921752,"dolphin","doublewell","u","TRUE","TRUE"
"input",5,0.852698870847955,"dolphin","doublewell","u","TRUE","TRUE"
"d",6,0.939311258073826,"dolphin","doublewell","u","TRUE","TRUE"
"input",6,0.939311258073826,"dolphin","doublewell","u","TRUE","TRUE"
"d",1,-0.0522263352723427,"dolphin","genereg","D","FALSE","FALSE"
"input",1,-0.0222104706504495,"dolphin","genereg","D","FALSE","FALSE"
"d",2,-0.0782654680063458,"dolphin","genereg","D","FALSE","FALSE"
"input",2,-0.0487784241142253,"dolphin","genereg","D","FALSE","FALSE"
